,Date,Home,Away
598,2013-03-29 00:00:00,1,-1
599,2013-03-30 00:00:00,-1,1
600,2013-03-30 00:00:00,0,0
601,2013-03-30 00:00:00,-1,1
602,2013-04-06 00:00:00,1,-1
603,2013-04-07 00:00:00,1,-1
604,2013-04-05 00:00:00,1,-1
605,2013-04-06 00:00:00,1,-1
606,2013-04-06 00:00:00,1,-1
607,2013-04-07 00:00:00,1,-1
608,2013-04-06 00:00:00,-1,1
609,2013-04-06 00:00:00,0,0
610,2013-04-06 00:00:00,-1,1
611,2013-04-13 00:00:00,0,0
612,2013-04-13 00:00:00,1,-1
613,2013-04-13 00:00:00,-1,1
614,2013-04-14 00:00:00,0,0
615,2013-04-13 00:00:00,1,-1
616,2013-04-14 00:00:00,1,-1
617,2013-04-14 00:00:00,1,-1
618,2013-04-13 00:00:00,-1,1
619,2013-04-12 00:00:00,0,0
620,2013-04-21 00:00:00,-1,1
621,2013-04-20 00:00:00,1,-1
622,2013-04-19 00:00:00,-1,1
623,2013-04-21 00:00:00,1,-1
624,2013-04-21 00:00:00,-1,1
625,2013-04-24 00:00:00,-1,1
626,2013-04-24 00:00:00,1,-1
627,2013-04-21 00:00:00,0,0
628,2013-04-21 00:00:00,-1,1
629,2013-04-27 00:00:00,1,-1
630,2013-04-27 00:00:00,0,0
631,2013-04-27 00:00:00,0,0
632,2013-04-27 00:00:00,-1,1
633,2013-04-28 00:00:00,-1,1
634,2013-04-26 00:00:00,0,0
635,2013-04-27 00:00:00,-1,1
636,2013-04-28 00:00:00,0,0
637,2013-04-28 00:00:00,1,-1
638,2013-04-27 00:00:00,0,0
639,2013-05-04 00:00:00,1,-1
640,2013-05-04 00:00:00,1,-1
641,2013-05-05 00:00:00,0,0
642,2013-05-04 00:00:00,0,0
643,2013-05-05 00:00:00,-1,1
644,2013-05-03 00:00:00,0,0
645,2013-05-04 00:00:00,1,-1
646,2013-05-04 00:00:00,1,-1
647,2013-05-11 00:00:00,-1,1
648,2013-05-11 00:00:00,1,-1
649,2013-05-11 00:00:00,-1,1
650,2013-05-12 00:00:00,1,-1
651,2013-05-12 00:00:00,-1,1
652,2013-05-11 00:00:00,1,-1
653,2013-05-11 00:00:00,1,-1
654,2013-05-18 00:00:00,-1,1
655,2013-05-19 00:00:00,0,0
656,2013-05-18 00:00:00,1,-1
657,2013-05-18 00:00:00,1,-1
658,2013-05-18 00:00:00,0,0
659,2013-05-18 00:00:00,1,-1
660,2013-05-18 00:00:00,-1,1
661,2013-05-18 00:00:00,1,-1
662,2013-05-26 00:00:00,-1,1
663,2013-05-26 00:00:00,-1,1
664,2013-05-26 00:00:00,-1,1
665,2013-05-26 00:00:00,1,-1
666,2013-05-26 00:00:00,0,0
667,2013-05-26 00:00:00,1,-1
668,2013-05-26 00:00:00,1,-1
669,2012-09-01 00:00:00,1,-1
670,2012-09-01 00:00:00,-1,1
671,2012-09-02 00:00:00,0,0
672,2012-09-01 00:00:00,1,-1
673,2012-09-01 00:00:00,1,-1
674,2012-09-01 00:00:00,1,-1
675,2012-09-02 00:00:00,1,-1
676,2012-09-01 00:00:00,-1,1
677,2012-09-01 00:00:00,0,0
678,2012-09-02 00:00:00,-1,1
679,2012-09-15 00:00:00,1,-1
680,2012-09-16 00:00:00,1,-1
681,2012-09-16 00:00:00,-1,1
682,2012-09-15 00:00:00,1,-1
683,2012-09-14 00:00:00,1,-1
684,2012-09-14 00:00:00,1,-1
685,2012-09-16 00:00:00,-1,1
686,2012-09-15 00:00:00,-1,1
687,2012-09-15 00:00:00,0,0
688,2012-09-15 00:00:00,0,0
689,2012-09-22 00:00:00,-1,1
690,2012-09-23 00:00:00,0,0
691,2012-09-22 00:00:00,1,-1
692,2012-09-22 00:00:00,0,0
693,2012-09-23 00:00:00,1,-1
694,2012-09-21 00:00:00,0,0
695,2012-09-22 00:00:00,1,-1
696,2012-09-22 00:00:00,1,-1
697,2012-09-22 00:00:00,0,0
698,2012-09-23 00:00:00,0,0
699,2012-09-29 00:00:00,1,-1
700,2012-09-29 00:00:00,0,0
701,2012-09-30 00:00:00,-1,1
702,2012-09-29 00:00:00,-1,1
703,2012-09-29 00:00:00,0,0
704,2012-09-29 00:00:00,1,-1
705,2012-09-28 00:00:00,1,-1
706,2012-09-30 00:00:00,0,0
707,2012-09-29 00:00:00,-1,1
708,2012-09-30 00:00:00,1,-1
709,2012-10-06 00:00:00,1,-1
710,2012-10-07 00:00:00,0,0
711,2012-10-06 00:00:00,1,-1
712,2012-10-07 00:00:00,0,0
713,2012-10-06 00:00:00,-1,1
714,2012-10-06 00:00:00,1,-1
715,2012-10-05 00:00:00,1,-1
716,2012-10-06 00:00:00,-1,1
717,2012-10-06 00:00:00,0,0
718,2012-10-07 00:00:00,0,0
719,2012-10-21 00:00:00,0,0
720,2012-10-19 00:00:00,0,0
721,2012-10-20 00:00:00,-1,1
722,2012-10-21 00:00:00,1,-1
723,2012-10-20 00:00:00,0,0
724,2012-10-20 00:00:00,0,0
725,2012-10-20 00:00:00,1,-1
726,2012-10-20 00:00:00,1,-1
727,2012-10-21 00:00:00,1,-1
728,2012-10-20 00:00:00,1,-1
729,2012-08-24 00:00:00,1,-1
730,2012-08-26 00:00:00,0,0
731,2012-08-25 00:00:00,0,0
732,2012-08-25 00:00:00,-1,1
733,2012-08-25 00:00:00,-1,1
734,2012-08-25 00:00:00,1,-1
735,2012-08-25 00:00:00,-1,1
736,2012-08-25 00:00:00,1,-1
737,2012-11-03 00:00:00,0,0
738,2012-11-03 00:00:00,0,0
739,2012-11-04 00:00:00,1,-1
740,2012-11-03 00:00:00,1,-1
741,2012-11-04 00:00:00,1,-1
742,2012-11-03 00:00:00,1,-1
743,2012-11-03 00:00:00,1,-1
744,2012-11-03 00:00:00,-1,1
745,2012-11-02 00:00:00,0,0
746,2012-11-10 00:00:00,1,-1
747,2012-11-10 00:00:00,1,-1
748,2012-11-11 00:00:00,-1,1
749,2012-11-11 00:00:00,1,-1
750,2012-11-10 00:00:00,0,0
751,2012-11-09 00:00:00,1,-1
752,2012-11-10 00:00:00,-1,1
753,2012-11-11 00:00:00,-1,1
754,2012-11-10 00:00:00,0,0
755,2012-11-17 00:00:00,1,-1
756,2012-11-17 00:00:00,-1,1
757,2012-11-17 00:00:00,1,-1
758,2012-11-17 00:00:00,-1,1
759,2012-11-18 00:00:00,1,-1
760,2012-11-17 00:00:00,0,0
761,2012-11-18 00:00:00,-1,1
762,2012-11-17 00:00:00,1,-1
763,2012-11-17 00:00:00,1,-1
764,2012-11-24 00:00:00,1,-1
765,2012-11-24 00:00:00,0,0
766,2012-11-24 00:00:00,0,0
767,2012-11-25 00:00:00,-1,1
768,2012-11-25 00:00:00,1,-1
769,2012-11-24 00:00:00,-1,1
770,2012-11-25 00:00:00,0,0
771,2012-11-24 00:00:00,0,0
772,2012-11-23 00:00:00,1,-1
773,2012-11-27 00:00:00,0,0
774,2012-11-28 00:00:00,1,-1
775,2012-11-28 00:00:00,1,-1
776,2012-11-27 00:00:00,1,-1
777,2012-11-28 00:00:00,-1,1
778,2012-11-28 00:00:00,1,-1
779,2012-11-28 00:00:00,-1,1
780,2012-11-27 00:00:00,1,-1
781,2012-11-27 00:00:00,-1,1
782,2012-12-01 00:00:00,0,0
783,2012-12-01 00:00:00,0,0
784,2012-12-01 00:00:00,1,-1
785,2012-12-02 00:00:00,0,0
786,2012-12-02 00:00:00,-1,1
787,2012-12-01 00:00:00,1,-1
788,2012-12-01 00:00:00,0,0
789,2012-12-01 00:00:00,-1,1
790,2012-11-30 00:00:00,1,-1
791,2012-12-08 00:00:00,-1,1
792,2012-12-09 00:00:00,1,-1
793,2012-12-08 00:00:00,1,-1
794,2012-12-09 00:00:00,1,-1
795,2012-12-08 00:00:00,1,-1
796,2012-12-08 00:00:00,1,-1
797,2012-12-08 00:00:00,-1,1
798,2012-12-07 00:00:00,1,-1
799,2012-12-08 00:00:00,1,-1
800,2012-12-14 00:00:00,0,0
801,2012-12-15 00:00:00,-1,1
802,2012-12-15 00:00:00,1,-1
803,2012-12-15 00:00:00,-1,1
804,2012-12-16 00:00:00,0,0
805,2012-12-16 00:00:00,-1,1
806,2012-12-15 00:00:00,1,-1
807,2012-12-15 00:00:00,0,0
808,2012-12-15 00:00:00,1,-1
809,2013-01-19 00:00:00,-1,1
810,2013-01-18 00:00:00,1,-1
811,2013-01-19 00:00:00,0,0
812,2013-01-19 00:00:00,1,-1
813,2013-01-19 00:00:00,0,0
814,2013-01-20 00:00:00,-1,1
815,2013-01-20 00:00:00,0,0
816,2013-01-19 00:00:00,1,-1
817,2013-01-19 00:00:00,1,-1
818,2013-01-27 00:00:00,-1,1
819,2013-01-26 00:00:00,0,0
820,2013-01-26 00:00:00,0,0
821,2013-01-26 00:00:00,1,-1
822,2013-01-27 00:00:00,1,-1
823,2013-01-25 00:00:00,1,-1
824,2013-01-26 00:00:00,1,-1
825,2013-01-26 00:00:00,-1,1
826,2013-01-26 00:00:00,1,-1
827,2012-09-02 00:00:00,1,-1
828,2012-09-01 00:00:00,1,-1
829,2012-09-01 00:00:00,1,-1
830,2012-09-02 00:00:00,-1,1
831,2012-09-01 00:00:00,1,-1
832,2012-09-01 00:00:00,0,0
833,2012-09-01 00:00:00,-1,1
834,2012-08-31 00:00:00,-1,1
835,2012-09-01 00:00:00,0,0
836,2013-02-03 00:00:00,-1,1
837,2013-02-02 00:00:00,-1,1
838,2013-02-03 00:00:00,1,-1
839,2013-02-02 00:00:00,1,-1
840,2013-02-01 00:00:00,1,-1
841,2013-02-02 00:00:00,1,-1
842,2013-02-02 00:00:00,0,0
843,2013-02-02 00:00:00,-1,1
844,2013-02-02 00:00:00,-1,1
845,2013-02-09 00:00:00,1,-1
846,2013-02-09 00:00:00,0,0
847,2013-02-09 00:00:00,-1,1
848,2013-02-09 00:00:00,-1,1
849,2013-02-09 00:00:00,0,0
850,2013-02-09 00:00:00,1,-1
851,2013-02-10 00:00:00,0,0
852,2013-02-09 00:00:00,-1,1
853,2013-02-10 00:00:00,1,-1
854,2013-02-15 00:00:00,-1,1
855,2013-02-16 00:00:00,0,0
856,2013-02-16 00:00:00,1,-1
857,2013-02-17 00:00:00,-1,1
858,2013-02-17 00:00:00,0,0
859,2013-02-16 00:00:00,-1,1
860,2013-02-16 00:00:00,1,-1
861,2013-02-16 00:00:00,1,-1
862,2013-02-16 00:00:00,1,-1
863,2013-02-24 00:00:00,0,0
864,2013-02-24 00:00:00,0,0
865,2013-02-23 00:00:00,0,0
866,2013-02-23 00:00:00,1,-1
867,2013-02-23 00:00:00,0,0
868,2013-02-23 00:00:00,1,-1
869,2013-02-23 00:00:00,1,-1
870,2013-02-22 00:00:00,0,0
871,2013-02-23 00:00:00,1,-1
872,2013-03-03 00:00:00,-1,1
873,2013-03-02 00:00:00,-1,1
874,2013-03-01 00:00:00,-1,1
875,2013-03-02 00:00:00,1,-1
876,2013-03-02 00:00:00,1,-1
877,2013-03-02 00:00:00,0,0
878,2013-03-03 00:00:00,0,0
879,2013-03-02 00:00:00,-1,1
880,2013-03-02 00:00:00,0,0
881,2013-03-09 00:00:00,1,-1
882,2013-03-09 00:00:00,1,-1
883,2013-03-09 00:00:00,-1,1
884,2013-03-09 00:00:00,0,0
885,2013-03-08 00:00:00,-1,1
886,2013-03-09 00:00:00,-1,1
887,2013-03-10 00:00:00,-1,1
888,2013-03-10 00:00:00,0,0
889,2013-03-09 00:00:00,1,-1
890,2013-03-16 00:00:00,-1,1
891,2013-03-16 00:00:00,1,-1
892,2013-03-17 00:00:00,-1,1
893,2013-03-17 00:00:00,1,-1
894,2013-03-16 00:00:00,1,-1
895,2013-03-16 00:00:00,0,0
896,2013-03-16 00:00:00,-1,1
897,2013-03-16 00:00:00,0,0
898,2013-03-15 00:00:00,0,0
899,2013-03-30 00:00:00,-1,1
900,2013-03-30 00:00:00,1,-1
901,2013-03-30 00:00:00,-1,1
902,2013-03-30 00:00:00,-1,1
903,2013-03-30 00:00:00,0,0
904,2013-03-31 00:00:00,0,0
905,2013-03-30 00:00:00,1,-1
906,2013-03-30 00:00:00,1,-1
907,2013-03-31 00:00:00,-1,1
908,2013-04-06 00:00:00,-1,1
909,2013-04-06 00:00:00,-1,1
910,2013-04-07 00:00:00,0,0
911,2013-04-06 00:00:00,0,0
912,2013-04-06 00:00:00,-1,1
913,2013-04-07 00:00:00,1,-1
914,2013-04-06 00:00:00,1,-1
915,2013-04-06 00:00:00,1,-1
916,2013-04-05 00:00:00,1,-1
917,2013-04-13 00:00:00,-1,1
918,2013-04-14 00:00:00,1,-1
919,2013-04-13 00:00:00,0,0
920,2013-04-12 00:00:00,1,-1
921,2013-04-13 00:00:00,0,0
922,2013-04-13 00:00:00,1,-1
923,2013-04-13 00:00:00,0,0
924,2013-04-13 00:00:00,-1,1
925,2013-04-14 00:00:00,1,-1
926,2012-09-15 00:00:00,1,-1
927,2012-09-15 00:00:00,1,-1
928,2012-09-15 00:00:00,-1,1
929,2012-09-15 00:00:00,0,0
930,2012-09-15 00:00:00,1,-1
931,2012-09-16 00:00:00,1,-1
932,2012-09-14 00:00:00,0,0
933,2012-09-15 00:00:00,-1,1
934,2012-09-16 00:00:00,1,-1
935,2013-04-20 00:00:00,-1,1
936,2013-04-20 00:00:00,1,-1
937,2013-04-20 00:00:00,-1,1
938,2013-04-20 00:00:00,1,-1
939,2013-04-21 00:00:00,1,-1
940,2013-04-20 00:00:00,1,-1
941,2013-04-19 00:00:00,1,-1
942,2013-04-21 00:00:00,-1,1
943,2013-04-20 00:00:00,1,-1
944,2013-04-27 00:00:00,-1,1
945,2013-04-27 00:00:00,1,-1
946,2013-04-27 00:00:00,1,-1
947,2013-04-26 00:00:00,-1,1
948,2013-04-27 00:00:00,1,-1
949,2013-04-27 00:00:00,1,-1
950,2013-04-27 00:00:00,1,-1
951,2013-04-28 00:00:00,1,-1
952,2013-04-28 00:00:00,0,0
953,2013-05-04 00:00:00,0,0
954,2013-05-03 00:00:00,-1,1
955,2013-05-04 00:00:00,-1,1
956,2013-05-05 00:00:00,0,0
957,2013-05-04 00:00:00,0,0
958,2013-05-04 00:00:00,0,0
959,2013-05-05 00:00:00,1,-1
960,2013-05-04 00:00:00,-1,1
961,2013-05-04 00:00:00,1,-1
962,2013-05-11 00:00:00,0,0
963,2013-05-11 00:00:00,-1,1
964,2013-05-11 00:00:00,-1,1
965,2013-05-11 00:00:00,1,-1
966,2013-05-11 00:00:00,-1,1
967,2013-05-11 00:00:00,-1,1
968,2013-05-11 00:00:00,1,-1
969,2013-05-11 00:00:00,-1,1
970,2013-05-11 00:00:00,0,0
971,2013-05-18 00:00:00,-1,1
972,2013-05-18 00:00:00,-1,1
973,2013-05-18 00:00:00,-1,1
974,2013-05-18 00:00:00,0,0
975,2013-05-18 00:00:00,1,-1
976,2013-05-18 00:00:00,-1,1
977,2013-05-18 00:00:00,0,0
978,2013-05-18 00:00:00,1,-1
979,2013-05-18 00:00:00,1,-1
980,2012-09-22 00:00:00,-1,1
981,2012-09-23 00:00:00,0,0
982,2012-09-22 00:00:00,0,0
983,2012-09-23 00:00:00,0,0
984,2012-09-21 00:00:00,-1,1
985,2012-09-23 00:00:00,1,-1
986,2012-09-22 00:00:00,1,-1
987,2012-09-22 00:00:00,1,-1
988,2012-09-22 00:00:00,0,0
989,2012-09-25 00:00:00,1,-1
990,2012-09-25 00:00:00,1,-1
991,2012-09-26 00:00:00,0,0
992,2012-09-26 00:00:00,-1,1
993,2012-09-26 00:00:00,1,-1
994,2012-09-26 00:00:00,-1,1
995,2012-09-26 00:00:00,-1,1
996,2012-09-25 00:00:00,-1,1
997,2012-09-25 00:00:00,0,0
998,2012-09-29 00:00:00,1,-1
999,2012-09-29 00:00:00,1,-1
1000,2012-09-30 00:00:00,-1,1
1001,2012-09-29 00:00:00,-1,1
1002,2012-09-29 00:00:00,-1,1
1003,2012-09-29 00:00:00,0,0
1004,2012-09-29 00:00:00,1,-1
1005,2012-09-30 00:00:00,1,-1
1006,2012-09-28 00:00:00,0,0
1007,2012-10-06 00:00:00,1,-1
1008,2012-10-06 00:00:00,1,-1
1009,2012-10-07 00:00:00,1,-1
1010,2012-10-07 00:00:00,0,0
1011,2012-10-07 00:00:00,0,0
1012,2012-10-06 00:00:00,1,-1
1013,2012-10-06 00:00:00,1,-1
1014,2012-10-05 00:00:00,1,-1
1015,2012-10-06 00:00:00,-1,1
1016,2012-10-20 00:00:00,-1,1
1017,2012-10-20 00:00:00,0,0
1018,2012-10-20 00:00:00,-1,1
1019,2012-10-20 00:00:00,1,-1
1020,2012-10-21 00:00:00,0,0
1021,2012-10-19 00:00:00,0,0
1022,2012-10-21 00:00:00,-1,1
1023,2012-10-20 00:00:00,1,-1
1024,2012-10-20 00:00:00,-1,1
1025,2012-10-28 00:00:00,-1,1
1026,2012-10-27 00:00:00,1,-1
1027,2012-10-28 00:00:00,1,-1
1028,2012-10-28 00:00:00,-1,1
1029,2012-10-27 00:00:00,-1,1
1030,2012-10-27 00:00:00,1,-1
1031,2012-10-26 00:00:00,-1,1
1032,2012-10-27 00:00:00,0,0
1033,2012-10-27 00:00:00,-1,1
1034,2012-08-26 00:00:00,-1,1
1035,2012-08-25 00:00:00,1,-1
1036,2012-08-26 00:00:00,1,-1
1037,2012-08-25 00:00:00,1,-1
1038,2012-08-26 00:00:00,-1,1
1039,2012-08-26 00:00:00,-1,1
1040,2012-08-26 00:00:00,-1,1
1041,2012-08-26 00:00:00,0,0
1042,2012-08-26 00:00:00,0,0
1043,2012-10-31 00:00:00,1,-1
1044,2012-10-31 00:00:00,1,-1
1045,2012-10-31 00:00:00,1,-1
1046,2012-11-01 00:00:00,-1,1
1047,2012-10-31 00:00:00,1,-1
1048,2012-10-31 00:00:00,1,-1
1049,2012-10-31 00:00:00,0,0
1050,2012-10-30 00:00:00,0,0
1051,2012-10-31 00:00:00,1,-1
1052,2012-10-31 00:00:00,0,0
1053,2012-11-04 00:00:00,0,0
1054,2012-11-04 00:00:00,1,-1
1055,2012-11-04 00:00:00,1,-1
1056,2012-11-03 00:00:00,-1,1
1057,2012-11-03 00:00:00,1,-1
1058,2012-11-04 00:00:00,0,0
1059,2012-11-04 00:00:00,1,-1
1060,2012-11-04 00:00:00,1,-1
1061,2012-11-04 00:00:00,-1,1
1062,2012-11-04 00:00:00,1,-1
1063,2012-11-11 00:00:00,1,-1
1064,2012-11-10 00:00:00,0,0
1065,2012-11-11 00:00:00,0,0
1066,2012-11-11 00:00:00,-1,1
1067,2012-11-11 00:00:00,1,-1
1068,2012-11-11 00:00:00,-1,1
1069,2012-11-11 00:00:00,1,-1
1070,2012-11-11 00:00:00,0,0
1071,2012-11-10 00:00:00,-1,1
1072,2012-11-11 00:00:00,1,-1
1073,2012-11-18 00:00:00,1,-1
1074,2012-11-18 00:00:00,1,-1
1075,2012-11-18 00:00:00,1,-1
1076,2012-11-18 00:00:00,0,0
1077,2012-11-17 00:00:00,0,0
1078,2012-11-17 00:00:00,0,0
1079,2012-11-19 00:00:00,1,-1
1080,2012-11-18 00:00:00,1,-1
1081,2012-11-18 00:00:00,1,-1
1082,2012-11-18 00:00:00,0,0
1083,2012-11-25 00:00:00,-1,1
1084,2012-11-26 00:00:00,-1,1
1085,2012-11-25 00:00:00,0,0
1086,2012-11-27 00:00:00,1,-1
1087,2012-11-25 00:00:00,1,-1
1088,2012-11-24 00:00:00,1,-1
1089,2012-11-26 00:00:00,1,-1
1090,2012-11-25 00:00:00,-1,1
1091,2012-11-25 00:00:00,1,-1
1092,2012-11-25 00:00:00,0,0
1093,2012-12-02 00:00:00,1,-1
1094,2012-11-30 00:00:00,-1,1
1095,2012-12-02 00:00:00,0,0
1096,2012-12-02 00:00:00,-1,1
1097,2012-12-02 00:00:00,1,-1
1098,2012-12-01 00:00:00,1,-1
1099,2012-12-02 00:00:00,1,-1
1100,2012-12-02 00:00:00,1,-1
1101,2012-12-02 00:00:00,-1,1
1102,2012-12-02 00:00:00,1,-1
1103,2012-12-08 00:00:00,1,-1
1104,2012-12-10 00:00:00,0,0
1105,2012-12-09 00:00:00,-1,1
1106,2012-12-09 00:00:00,1,-1
1107,2012-12-09 00:00:00,-1,1
1108,2012-12-09 00:00:00,1,-1
1109,2012-12-08 00:00:00,1,-1
1110,2012-12-10 00:00:00,-1,1
1111,2012-12-09 00:00:00,-1,1
1112,2012-12-09 00:00:00,-1,1
1113,2012-12-16 00:00:00,1,-1
1114,2012-12-16 00:00:00,1,-1
1115,2012-12-16 00:00:00,1,-1
1116,2012-12-16 00:00:00,0,0
1117,2012-12-16 00:00:00,1,-1
1118,2012-12-15 00:00:00,1,-1
1119,2012-12-16 00:00:00,1,-1
1120,2012-12-16 00:00:00,-1,1
1121,2012-12-16 00:00:00,1,-1
1122,2012-12-15 00:00:00,0,0
1123,2012-12-22 00:00:00,0,0
1124,2012-12-22 00:00:00,-1,1
1125,2012-12-21 00:00:00,-1,1
1126,2012-12-22 00:00:00,0,0
1127,2012-12-22 00:00:00,-1,1
1128,2012-12-21 00:00:00,1,-1
1129,2012-12-22 00:00:00,1,-1
1130,2012-12-22 00:00:00,-1,1
1131,2012-12-22 00:00:00,-1,1
1132,2012-12-22 00:00:00,1,-1
1133,2013-01-05 00:00:00,0,0
1134,2013-01-06 00:00:00,1,-1
1135,2013-01-06 00:00:00,-1,1
1136,2013-01-06 00:00:00,1,-1
1137,2013-01-06 00:00:00,-1,1
1138,2013-01-05 00:00:00,1,-1
1139,2013-01-06 00:00:00,1,-1
1140,2013-01-06 00:00:00,1,-1
1141,2013-01-06 00:00:00,1,-1
1142,2013-01-06 00:00:00,1,-1
1143,2012-09-02 00:00:00,0,0
1144,2012-09-02 00:00:00,1,-1
1145,2012-09-02 00:00:00,-1,1
1146,2012-09-02 00:00:00,1,-1
1147,2012-09-02 00:00:00,1,-1
1148,2012-09-02 00:00:00,1,-1
1149,2012-09-02 00:00:00,1,-1
1150,2012-09-01 00:00:00,1,-1
1151,2012-09-02 00:00:00,-1,1
1152,2013-01-13 00:00:00,1,-1
1153,2013-01-12 00:00:00,1,-1
1154,2013-01-13 00:00:00,1,-1
1155,2013-01-13 00:00:00,1,-1
1156,2013-01-13 00:00:00,0,0
1157,2013-01-13 00:00:00,0,0
1158,2013-01-13 00:00:00,1,-1
1159,2013-01-12 00:00:00,1,-1
1160,2013-01-13 00:00:00,1,-1
1161,2013-01-13 00:00:00,1,-1
1162,2013-01-20 00:00:00,0,0
1163,2013-01-20 00:00:00,-1,1
1164,2013-01-20 00:00:00,0,0
1165,2013-01-19 00:00:00,0,0
1166,2013-01-20 00:00:00,0,0
1167,2013-01-20 00:00:00,0,0
1168,2013-01-20 00:00:00,1,-1
1169,2013-01-20 00:00:00,-1,1
1170,2013-01-19 00:00:00,1,-1
1171,2013-01-26 00:00:00,-1,1
1172,2013-01-27 00:00:00,1,-1
1173,2013-01-26 00:00:00,0,0
1174,2013-01-27 00:00:00,-1,1
1175,2013-01-27 00:00:00,-1,1
1176,2013-01-27 00:00:00,0,0
1177,2013-01-27 00:00:00,1,-1
1178,2013-01-27 00:00:00,0,0
1179,2013-01-27 00:00:00,1,-1
1180,2013-01-27 00:00:00,0,0
1181,2013-02-03 00:00:00,-1,1
1182,2013-02-03 00:00:00,-1,1
1183,2013-02-01 00:00:00,-1,1
1184,2013-02-02 00:00:00,1,-1
1185,2013-02-03 00:00:00,1,-1
